0.088758,0.074117,0.075343,0.13319,0.16743,0.14858,0.12521,0.096644,0.09068,0.12437,0.11195,0.10236,0.12864,0.14796,0.13906,0.12978,0.10183,0.11094,0.10369,0.096614,0.10802,0.14441,0.14878,0.12336,0.10578,0.084763,0.092531,0.12376,0.10995,0.11207,0.13496,0.13944,0.13707,0.11843,0.1045,0.12212
0.16277,0.11435,0.099363,0.10221,0.12206,0.12551,0.13751,0.17279,0.19647,0.17893,0.13654,0.11808,0.10977,0.11355,0.10544,0.10456,0.13789,0.18518,0.1713,0.1554,0.14043,0.11913,0.11484,0.11433,0.12074,0.15369,0.17599,0.19019,0.14636,0.11286,0.10149,0.10971,0.11809,0.12379,0.15932,0.19971
0.10221,0.090625,0.089562,0.12944,0.15523,0.14045,0.11126,0.10758,0.10871,0.12101,0.10906,0.099569,0.1142,0.12856,0.12523,0.13613,0.12189,0.12084,0.11819,0.10585,0.11199,0.1334,0.139,0.11572,0.10457,0.10349,0.11477,0.10853,0.090736,0.08868,0.10094,0.11921,0.13735,0.15182,0.15088,0.13248
0.13508,0.1128,0.11417,0.11813,0.13841,0.14754,0.15236,0.16615,0.1709,0.16464,0.143,0.1318,0.12173,0.11624,0.10448,0.10487,0.13987,0.17451,0.15582,0.15878,0.15865,0.14467,0.14087,0.13508,0.13069,0.13463,0.14594,0.19146,0.15775,0.12572,0.11999,0.1211,0.12684,0.13074,0.15501,0.18865
0.081947,0.061474,0.063599,0.087145,0.11424,0.11628,0.13164,0.11615,0.10235,0.11658,0.11027,0.12111,0.11838,0.097503,0.085418,0.088079,0.097824,0.10549,0.11244,0.093687,0.10565,0.12802,0.12215,0.096768,0.084846,0.077796,0.098287,0.118,0.080144,0.091953,0.11811,0.11604,0.10258,0.093848,0.10009,0.12512
0.19005,0.12703,0.10051,0.10358,0.11751,0.11778,0.13286,0.16055,0.19286,0.20796,0.22016,0.20392,0.16608,0.11176,0.075048,0.065048,0.077797,0.13354,0.18632,0.20673,0.20355,0.17807,0.145,0.10058,0.088203,0.097172,0.1448,0.18601,0.15185,0.15184,0.16352,0.17246,0.16702,0.17549,0.19984,0.21352
0.080072,0.0655,0.050936,0.060841,0.078393,0.10047,0.11361,0.10517,0.075472,0.099369,0.076024,0.058265,0.054187,0.057455,0.072728,0.092551,0.088534,0.08794,0.085895,0.11426,0.111,0.11483,0.1069,0.057753,0.048476,0.038503,0.051982,0.11527,0.09682,0.082835,0.080155,0.083449,0.071983,0.081825,0.090271,0.10476
0.17803,0.14422,0.10703,0.10971,0.12226,0.1268,0.14042,0.16066,0.17387,0.1914,0.19462,0.18094,0.16776,0.12781,0.095863,0.089603,0.10804,0.14394,0.17339,0.19563,0.18777,0.17435,0.1495,0.11184,0.099074,0.09783,0.12988,0.17487,0.14888,0.15303,0.1735,0.17904,0.16363,0.16301,0.18082,0.18827
0.050554,0.053706,0.048989,0.057429,0.064378,0.06358,0.065863,0.061145,0.040073,0.066612,0.058497,0.04689,0.048594,0.053371,0.056731,0.063988,0.056613,0.049229,0.04704,0.078654,0.087212,0.090002,0.075662,0.045799,0.031519,0.022809,0.029134,0.07748,0.079687,0.071115,0.070355,0.065834,0.061857,0.057168,0.049722,0.05592
0.17386,0.11978,0.099073,0.10617,0.12502,0.13497,0.14099,0.15988,0.18773,0.20317,0.21145,0.20036,0.16682,0.117,0.080643,0.069902,0.086995,0.14179,0.17522,0.20262,0.20138,0.18127,0.15335,0.11974,0.095598,0.093341,0.13463,0.17593,0.14694,0.14895,0.1653,0.17396,0.17592,0.177,0.18983,0.20189
0.062507,0.048536,0.04606,0.051759,0.059246,0.066262,0.0884,0.092564,0.079031,0.089197,0.077291,0.05381,0.04842,0.039504,0.051413,0.062282,0.068543,0.080048,0.077515,0.079746,0.091145,0.08515,0.061004,0.049402,0.056058,0.057294,0.063953,0.080286,0.065362,0.059998,0.053402,0.042058,0.046778,0.065052,0.085918,0.096211
0.18148,0.14117,0.10336,0.10081,0.11862,0.12727,0.13446,0.16196,0.18399,0.17813,0.19334,0.18142,0.16793,0.11812,0.087209,0.087665,0.11037,0.14271,0.16696,0.19452,0.18373,0.16928,0.15612,0.12235,0.10456,0.098664,0.13135,0.16545,0.1431,0.153,0.17732,0.17872,0.16065,0.15988,0.17649,0.18549
